"ad_id","xyz_campaign_id","fb_campaign_id","age","gender","interest","Impressions","Clicks","Spent","Total_Conversion","Approved_Conversion"
"ID_777235","CPG_ID_936","FB_ID_115637","30-34","M","Interest_65",2883,1,0.99000001,1,1
"ID_777248","CPG_ID_936","FB_ID_115639","30-34","F","Interest_7",3989,1,1.279999971,1,0
"ID_777261","CPG_ID_936","FB_ID_115641","40-44","M","Interest_29",19603,4,5.279999971,1,1
"ID_777382","CPG_ID_936","FB_ID_115675","40-44","M","Interest_24",3047,1,1.379999995,1,0
"ID_777398","CPG_ID_936","FB_ID_115677","35-39","M","Interest_24",3029,1,1.049999952,1,1
"ID_777410","CPG_ID_936","FB_ID_115679","45-49","M","Interest_26",3490,1,1.340000033,1,1
"ID_777482","CPG_ID_936","FB_ID_115691","45-49","M","Interest_28",2479,0,0,1,0
"ID_777495","CPG_ID_936","FB_ID_115693","40-44","M","Interest_19",19581,7,10.42999983,2,0
"ID_777519","CPG_ID_936","FB_ID_115697","45-49","M","Interest_29",19537,5,6.099999905,1,0
"ID_777625","CPG_ID_936","FB_ID_115715","45-49","M","Interest_16",59433,12,19.65999949,3,0
"ID_777627","CPG_ID_936","FB_ID_115715","45-49","M","Interest_16",157534,33,56.19000077,2,0
"ID_777638","CPG_ID_936","FB_ID_115717","40-44","M","Interest_7",1781,0,0,1,1
"ID_777670","CPG_ID_936","FB_ID_115723","40-44","M","Interest_16",23769,4,6.029999852,1,0
"ID_777673","CPG_ID_936","FB_ID_115723","40-44","M","Interest_16",7101,0,0,1,0
"ID_777742","CPG_ID_936","FB_ID_115735","35-39","M","Interest_64",4726,1,1.830000043,1,1
"ID_777758","CPG_ID_936","FB_ID_115737","30-34","M","Interest_19",5209,1,0.959999979,2,0
"ID_777794","CPG_ID_936","FB_ID_115743","30-34","M","Interest_18",13473,3,2.619999945,3,0
"ID_777816","CPG_ID_936","FB_ID_115747","40-44","M","Interest_2",500,0,0,1,1
"ID_777871","CPG_ID_936","FB_ID_115756","30-34","M","Interest_20",4616,1,1.360000014,1,0
"ID_777904","CPG_ID_936","FB_ID_115762","30-34","M","Interest_31",3279,0,0,1,0
"ID_777905","CPG_ID_936","FB_ID_115762","30-34","M","Interest_31",3288,0,0,1,0
"ID_778037","CPG_ID_936","FB_ID_115784","35-39","M","Interest_27",14615,4,6.050000191,1,0
"ID_778048","CPG_ID_936","FB_ID_115786","30-34","M","Interest_27",56615,12,19.88000035,2,0
"ID_778085","CPG_ID_936","FB_ID_115792","30-34","M","Interest_26",11735,3,4.529999971,1,1
"ID_778087","CPG_ID_936","FB_ID_115792","30-34","M","Interest_26",15910,5,6.779999852,1,0
"ID_778112","CPG_ID_936","FB_ID_115796","35-39","M","Interest_29",11446,2,3.090000033,1,1
"ID_778113","CPG_ID_936","FB_ID_115796","35-39","M","Interest_29",4595,0,0,1,0
"ID_778124","CPG_ID_936","FB_ID_115798","30-34","M","Interest_29",4871,0,0,1,0
"ID_778148","CPG_ID_936","FB_ID_115802","35-39","M","Interest_28",3199,0,0,1,0
"ID_778156","CPG_ID_936","FB_ID_115804","30-34","M","Interest_28",9388,2,3.140000105,1,0
"ID_778161","CPG_ID_936","FB_ID_115804","30-34","M","Interest_28",17954,6,7.5400002,2,1
"ID_778208","CPG_ID_936","FB_ID_115812","40-44","F","Interest_29",2755,0,0,1,0
"ID_778264","CPG_ID_936","FB_ID_115822","40-44","F","Interest_27",8152,1,0.99000001,1,0
"ID_778266","CPG_ID_936","FB_ID_115822","40-44","F","Interest_27",74542,19,34.1500001,1,0
"ID_778421","CPG_ID_936","FB_ID_115848","40-44","F","Interest_20",6699,2,3.090000033,1,0
"ID_778422","CPG_ID_936","FB_ID_115848","40-44","F","Interest_20",11911,4,3.959999919,1,0
"ID_778461","CPG_ID_936","FB_ID_115854","40-44","M","Interest_29",10090,2,2.650000095,1,1
"ID_778471","CPG_ID_936","FB_ID_115856","30-34","M","Interest_32",1273,0,0,1,1
"ID_778483","CPG_ID_936","FB_ID_115858","40-44","F","Interest_18",24188,5,8.179999828,1,0
"ID_778529","CPG_ID_936","FB_ID_115866","30-34","M","Interest_31",2214,0,0,1,0
"ID_778556","CPG_ID_936","FB_ID_115870","40-44","M","Interest_32",9735,4,4.130000114,1,1
"ID_778590","CPG_ID_936","FB_ID_115876","30-34","M","Interest_30",1371,0,0,1,1
"ID_778600","CPG_ID_936","FB_ID_115878","40-44","F","Interest_22",10750,4,5.389999866,1,0
"ID_778626","CPG_ID_936","FB_ID_115882","30-34","M","Interest_29",7629,1,0.720000029,1,1
"ID_778628","CPG_ID_936","FB_ID_115882","30-34","M","Interest_29",4608,0,0,1,0
"ID_778674","CPG_ID_936","FB_ID_115890","35-39","M","Interest_29",3732,0,0,1,0
"ID_778689","CPG_ID_936","FB_ID_115892","30-34","M","Interest_28",7453,1,1.679999948,1,1
"ID_778722","CPG_ID_936","FB_ID_115898","35-39","F","Interest_64",41785,14,19.10000038,1,0
"ID_778737","CPG_ID_936","FB_ID_115900","35-39","M","Interest_27",8077,2,3.579999924,1,1
"ID_778756","CPG_ID_936","FB_ID_115904","35-39","F","Interest_63",5602,1,1.580000043,1,0
"ID_778804","CPG_ID_936","FB_ID_115912","30-34","M","Interest_26",6184,2,2.75,1,1
"ID_778808","CPG_ID_936","FB_ID_115912","30-34","M","Interest_26",1738,0,0,1,0
"ID_778964","CPG_ID_936","FB_ID_115938","35-39","F","Interest_27",112460,25,41.29000068,1,0
"ID_779057","CPG_ID_936","FB_ID_115954","40-44","M","Interest_15",4414,0,0,1,0
"ID_779106","CPG_ID_936","FB_ID_115962","35-39","F","Interest_30",14670,7,9.410000324,1,0
"ID_779438","CPG_ID_936","FB_ID_116031","30-34","F","Interest_64",33144,9,13.40999985,1,0
"ID_779453","CPG_ID_936","FB_ID_116033","45-49","M","Interest_64",4397,1,0.949999988,1,0
"ID_779488","CPG_ID_936","FB_ID_116039","45-49","M","Interest_65",1006,0,0,1,0
"ID_779573","CPG_ID_936","FB_ID_116053","35-39","F","Interest_10",89527,24,32.28999996,1,0
"ID_779608","CPG_ID_936","FB_ID_116059","35-39","F","Interest_15",2459,0,0,1,0
"ID_779609","CPG_ID_936","FB_ID_116059","35-39","F","Interest_15",7116,2,1.730000019,1,1
"ID_779622","CPG_ID_936","FB_ID_116061","30-34","F","Interest_15",8613,1,0.889999986,2,0
"ID_779631","CPG_ID_936","FB_ID_116063","35-39","F","Interest_16",9730,1,1.379999995,1,0
"ID_779644","CPG_ID_936","FB_ID_116065","30-34","F","Interest_16",51816,8,10.2299999,2,1
"ID_779645","CPG_ID_936","FB_ID_116065","30-34","F","Interest_16",27289,3,4.429999828,1,0
"ID_779715","CPG_ID_936","FB_ID_116077","30-34","F","Interest_29",20409,4,3.829999924,1,0
"ID_779716","CPG_ID_936","FB_ID_116077","30-34","F","Interest_29",8044,1,1.110000014,1,0
"ID_779738","CPG_ID_936","FB_ID_116081","30-34","F","Interest_28",15645,4,5.349999905,1,0
"ID_779778","CPG_ID_936","FB_ID_116087","30-34","F","Interest_31",2466,0,0,2,2
"ID_779789","CPG_ID_936","FB_ID_116089","45-49","M","Interest_10",11611,3,3.950000048,1,1
"ID_779824","CPG_ID_936","FB_ID_116095","45-49","M","Interest_7",9375,3,4.019999981,1,0
"ID_779871","CPG_ID_936","FB_ID_116103","30-34","F","Interest_32",4402,1,1.330000043,1,1
"ID_779918","CPG_ID_936","FB_ID_116111","30-34","F","Interest_18",8469,2,3.089999914,1,0
"ID_779922","CPG_ID_936","FB_ID_116111","30-34","F","Interest_18",5823,1,1.419999957,1,1
"ID_779944","CPG_ID_936","FB_ID_116115","35-39","M","Interest_10",2549,0,0,1,0
"ID_779979","CPG_ID_936","FB_ID_116121","35-39","M","Interest_16",25817,4,6.019999981,1,0
"ID_779995","CPG_ID_936","FB_ID_116123","30-34","F","Interest_20",1961,0,0,1,0
"ID_780064","CPG_ID_936","FB_ID_116135","30-34","F","Interest_22",2554,0,0,1,0
"ID_780104","CPG_ID_936","FB_ID_116147","30-34","F","Interest_25",4971,1,1.230000019,1,1
"ID_780199","CPG_ID_936","FB_ID_116163","35-39","F","Interest_23",1030,0,0,1,1
"ID_780318","CPG_ID_936","FB_ID_116183","45-49","F","Interest_29",162341,56,77.07999969,3,0
"ID_780323","CPG_ID_936","FB_ID_116183","45-49","F","Interest_29",24542,7,9.329999924,1,0
"ID_780486","CPG_ID_936","FB_ID_116216","30-34","F","Interest_65",2879,0,0,1,1
"ID_780498","CPG_ID_936","FB_ID_116218","30-34","F","Interest_64",13621,3,4.090000033,1,0
"ID_780511","CPG_ID_936","FB_ID_116220","30-34","F","Interest_63",6175,1,1.370000005,2,1
"ID_780629","CPG_ID_936","FB_ID_116240","30-34","F","Interest_28",2963,0,0,1,0
"ID_780653","CPG_ID_936","FB_ID_116244","30-34","F","Interest_29",9076,1,1.379999995,1,1
"ID_780655","CPG_ID_936","FB_ID_116244","30-34","F","Interest_29",20941,4,5.909999967,1,1
"ID_780666","CPG_ID_936","FB_ID_116246","45-49","F","Interest_10",3462,0,0,1,0
"ID_780681","CPG_ID_936","FB_ID_116248","30-34","F","Interest_26",4073,0,0,1,1
"ID_780700","CPG_ID_936","FB_ID_116252","30-34","F","Interest_27",3745,0,0,1,0
"ID_780748","CPG_ID_936","FB_ID_116265","30-34","F","Interest_24",830,0,0,1,0
"ID_780759","CPG_ID_936","FB_ID_116267","45-49","F","Interest_18",2912,0,0,1,0
"ID_780760","CPG_ID_936","FB_ID_116267","45-49","F","Interest_18",17167,5,6.910000086,1,0
"ID_780797","CPG_ID_936","FB_ID_116273","30-34","F","Interest_22",24491,7,9.539999962,1,0
"ID_780799","CPG_ID_936","FB_ID_116273","30-34","F","Interest_22",44699,13,17.30000037,2,0
"ID_780821","CPG_ID_936","FB_ID_116277","30-34","F","Interest_23",6469,2,1.309999943,1,0
"ID_780830","CPG_ID_936","FB_ID_116279","45-49","F","Interest_16",16053,3,4.079999924,1,1
"ID_780835","CPG_ID_936","FB_ID_116279","45-49","F","Interest_16",54724,12,17.92999995,1,1
"ID_780867","CPG_ID_936","FB_ID_116285","30-34","F","Interest_21",4706,1,1.220000029,1,0
"ID_780974","CPG_ID_936","FB_ID_116303","40-44","F","Interest_32",8316,3,4.569999933,1,1
"ID_781066","CPG_ID_936","FB_ID_116323","40-44","F","Interest_22",5794,2,2.269999981,1,0
"ID_781114","CPG_ID_936","FB_ID_116331","40-44","F","Interest_18",4813,1,1.029999971,1,0
"ID_781159","CPG_ID_936","FB_ID_116339","40-44","F","Interest_10",85285,26,36.13000035,1,0
"ID_781162","CPG_ID_936","FB_ID_116339","40-44","F","Interest_10",5839,1,1.370000005,1,0
"ID_781175","CPG_ID_936","FB_ID_116341","40-44","F","Interest_15",5859,1,1.539999962,1,0
"ID_781187","CPG_ID_936","FB_ID_116343","40-44","F","Interest_16",164118,41,59.06999993,1,0
"ID_781195","CPG_ID_936","FB_ID_116345","35-39","F","Interest_63",18234,6,7.810000062,1,0
"ID_781207","CPG_ID_936","FB_ID_116347","35-39","F","Interest_64",2755,0,0,1,0
"ID_781303","CPG_ID_936","FB_ID_116363","35-39","F","Interest_27",73676,20,28.5,1,0
"ID_781305","CPG_ID_936","FB_ID_116363","35-39","F","Interest_27",18421,7,10.07999992,1,0
"ID_781327","CPG_ID_936","FB_ID_116367","35-39","F","Interest_29",164754,49,67.97999978,2,1
"ID_781353","CPG_ID_936","FB_ID_116371","35-39","F","Interest_10",7449,1,1.639999986,1,1
"ID_781354","CPG_ID_936","FB_ID_116371","35-39","F","Interest_10",6424,1,0.529999971,1,0
"ID_781438","CPG_ID_936","FB_ID_116385","30-34","M","Interest_63",2086,0,0,1,0
"ID_781470","CPG_ID_936","FB_ID_116391","35-39","M","Interest_16",6016,0,0,1,0
"ID_781499","CPG_ID_936","FB_ID_116395","35-39","M","Interest_15",6412,1,1.370000005,1,0
"ID_781508","CPG_ID_936","FB_ID_116397","30-34","F","Interest_63",5040,1,1.440000057,1,0
"ID_781556","CPG_ID_936","FB_ID_116405","30-34","F","Interest_32",1772,0,0,1,0
"ID_781559","CPG_ID_936","FB_ID_116405","30-34","F","Interest_32",1783,0,0,1,0
"ID_781606","CPG_ID_936","FB_ID_116413","35-39","M","Interest_20",8200,3,3.919999957,1,0
"ID_781690","CPG_ID_936","FB_ID_116427","45-49","F","Interest_26",115896,38,49.44000006,1,0
"ID_781811","CPG_ID_936","FB_ID_116447","35-39","F","Interest_16",10186,1,1.230000019,1,1
"ID_781857","CPG_ID_936","FB_ID_116455","30-34","M","Interest_20",9134,3,4.180000067,2,0
"ID_781858","CPG_ID_936","FB_ID_116455","30-34","M","Interest_20",3385,1,1.440000057,1,1
"ID_781907","CPG_ID_936","FB_ID_116463","45-49","F","Interest_21",1314,0,0,1,0
"ID_781928","CPG_ID_936","FB_ID_116467","30-34","M","Interest_18",2916,0,0,1,1
"ID_781929","CPG_ID_936","FB_ID_116467","30-34","M","Interest_18",6142,1,1.330000043,1,0
"ID_781950","CPG_ID_936","FB_ID_116471","30-34","F","Interest_20",1984,0,0,1,0
"ID_781999","CPG_ID_936","FB_ID_116479","30-34","M","Interest_24",9142,3,3.749999881,1,0
"ID_782001","CPG_ID_936","FB_ID_116479","30-34","M","Interest_24",5475,2,2.730000019,1,1
"ID_782022","CPG_ID_936","FB_ID_116483","30-34","F","Interest_18",8254,2,2.320000052,1,1
"ID_782026","CPG_ID_936","FB_ID_116483","30-34","F","Interest_18",5704,1,1.320000052,1,0
"ID_782130","CPG_ID_936","FB_ID_116501","30-34","F","Interest_16",7301,0,0,1,0
"ID_782134","CPG_ID_936","FB_ID_116501","30-34","F","Interest_16",37873,5,6.169999957,1,1
"ID_782135","CPG_ID_936","FB_ID_116501","30-34","F","Interest_16",25267,4,4.940000057,2,1
"ID_782171","CPG_ID_936","FB_ID_116507","30-34","F","Interest_30",535,0,0,1,0
"ID_782180","CPG_ID_936","FB_ID_116509","30-34","M","Interest_29",3396,0,0,1,0
"ID_782219","CPG_ID_936","FB_ID_116515","30-34","M","Interest_26",977,0,0,1,0
"ID_782228","CPG_ID_936","FB_ID_116517","40-44","F","Interest_63",12318,5,6.340000153,1,1
"ID_782242","CPG_ID_936","FB_ID_116519","30-34","F","Interest_28",4783,1,0.860000014,1,0
"ID_782275","CPG_ID_936","FB_ID_116525","30-34","F","Interest_29",6475,1,1.350000024,1,0
"ID_782337","CPG_ID_936","FB_ID_116535","45-49","F","Interest_16",104578,29,39.25000095,1,1
"ID_782407","CPG_ID_936","FB_ID_116547","45-49","F","Interest_10",33664,11,12.51000035,1,0
"ID_782443","CPG_ID_936","FB_ID_116553","40-44","F","Interest_20",979,0,0,1,0
"ID_782541","CPG_ID_936","FB_ID_116569","40-44","F","Interest_28",7337,3,4.079999924,1,0
"ID_782587","CPG_ID_936","FB_ID_116577","30-34","M","Interest_10",2499,0,0,1,0
"ID_782647","CPG_ID_936","FB_ID_116587","40-44","F","Interest_27",11244,3,4.550000191,1,0
"ID_782658","CPG_ID_936","FB_ID_116589","30-34","M","Interest_15",4827,0,0,1,0
"ID_782694","CPG_ID_936","FB_ID_116595","35-39","F","Interest_29",29035,7,8.910000086,2,2
"ID_782706","CPG_ID_936","FB_ID_116597","35-39","F","Interest_30",761,0,0,1,0
"ID_782754","CPG_ID_936","FB_ID_116605","35-39","F","Interest_26",6532,1,1.610000014,1,0
"ID_782815","CPG_ID_936","FB_ID_116615","40-44","F","Interest_10",11537,3,4.300000191,1,0
"ID_782816","CPG_ID_936","FB_ID_116615","40-44","F","Interest_10",12183,3,2.869999945,1,0
"ID_782862","CPG_ID_936","FB_ID_116623","35-39","F","Interest_64",5912,1,1.559999943,1,1
"ID_950068","CPG_ID_936","FB_ID_123438","30-34","M","Interest_10",4012,1,1.570000052,1,0
"ID_950078","CPG_ID_936","FB_ID_123440","30-34","M","Interest_16",12396,2,3.210000038,2,1
"ID_950079","CPG_ID_936","FB_ID_123440","30-34","M","Interest_16",3142,0,0,2,2
"ID_950099","CPG_ID_936","FB_ID_123443","30-34","M","Interest_18",1120,0,0,1,0
"ID_950109","CPG_ID_936","FB_ID_123445","30-34","M","Interest_20",343,0,0,1,1
"ID_950170","CPG_ID_936","FB_ID_123455","30-34","M","Interest_15",1720,0,0,1,1
"ID_950179","CPG_ID_936","FB_ID_123457","30-34","M","Interest_16",3423,0,0,1,1
"ID_950182","CPG_ID_936","FB_ID_123457","30-34","M","Interest_16",3242,0,0,1,0
"ID_950183","CPG_ID_936","FB_ID_123457","30-34","M","Interest_16",15720,1,1.379999995,1,0
"ID_950200","CPG_ID_936","FB_ID_123460","30-34","M","Interest_10",1217,0,0,1,1
"ID_950224","CPG_ID_936","FB_ID_123464","40-44","M","Interest_20",2367,2,2.839999914,1,1
"ID_950326","CPG_ID_936","FB_ID_123481","35-39","M","Interest_16",6607,1,1.320000052,2,0
"ID_950345","CPG_ID_936","FB_ID_123484","30-34","M","Interest_64",616,0,0,1,0
"ID_950452","CPG_ID_936","FB_ID_123502","45-49","M","Interest_16",5537,1,1.519999981,1,0
"ID_950463","CPG_ID_936","FB_ID_123504","45-49","M","Interest_15",818,0,0,1,0
"ID_950495","CPG_ID_936","FB_ID_123509","45-49","M","Interest_21",1909,1,0.980000019,1,0
"ID_950521","CPG_ID_936","FB_ID_123514","30-34","M","Interest_21",351,0,0,1,0
"ID_950531","CPG_ID_936","FB_ID_123515","45-49","M","Interest_22",572,0,0,1,0
"ID_950537","CPG_ID_936","FB_ID_123516","40-44","M","Interest_36",1884,1,1.409999967,1,0
"ID_950550","CPG_ID_936","FB_ID_123519","30-34","M","Interest_30",219,0,0,1,0
"ID_950577","CPG_ID_936","FB_ID_123523","30-34","M","Interest_32",540,0,0,1,1
"ID_950578","CPG_ID_936","FB_ID_123523","30-34","M","Interest_32",550,0,0,1,0
"ID_950595","CPG_ID_936","FB_ID_123526","30-34","M","Interest_26",465,0,0,1,0
"ID_950609","CPG_ID_936","FB_ID_123528","30-34","M","Interest_29",1761,0,0,1,1
"ID_950629","CPG_ID_936","FB_ID_123532","30-34","M","Interest_65",152,0,0,1,1
"ID_950631","CPG_ID_936","FB_ID_123532","30-34","M","Interest_65",152,0,0,1,1
"ID_950649","CPG_ID_936","FB_ID_123535","30-34","M","Interest_64",429,0,0,1,0
"ID_950745","CPG_ID_936","FB_ID_123551","30-34","M","Interest_29",1514,0,0,2,2
"ID_950770","CPG_ID_936","FB_ID_123555","30-34","M","Interest_28",7780,3,4.329999924,2,2
"ID_950772","CPG_ID_936","FB_ID_123556","35-39","M","Interest_28",460,0,0,1,0
"ID_950773","CPG_ID_936","FB_ID_123556","35-39","M","Interest_28",471,0,0,1,0
"ID_950776","CPG_ID_936","FB_ID_123556","35-39","M","Interest_28",2633,1,1.070000052,1,0
"ID_950787","CPG_ID_936","FB_ID_123558","30-34","M","Interest_27",199,0,0,1,0
"ID_950808","CPG_ID_936","FB_ID_123562","35-39","M","Interest_32",398,0,0,1,0
"ID_950839","CPG_ID_936","FB_ID_123567","30-34","M","Interest_24",246,0,0,2,2
"ID_950878","CPG_ID_936","FB_ID_123573","40-44","M","Interest_10",2967,1,1.5,1,1
"ID_950969","CPG_ID_936","FB_ID_123588","45-49","M","Interest_36",255,0,0,1,0
"ID_951021","CPG_ID_936","FB_ID_123597","30-34","F","Interest_7",457,0,0,1,1
"ID_951033","CPG_ID_936","FB_ID_123599","30-34","F","Interest_10",5517,1,1.230000019,1,0
"ID_951035","CPG_ID_936","FB_ID_123599","30-34","F","Interest_10",1539,0,0,1,1
"ID_951043","CPG_ID_936","FB_ID_123601","30-34","F","Interest_16",3189,0,0,1,0
"ID_951045","CPG_ID_936","FB_ID_123601","30-34","F","Interest_16",3348,0,0,1,0
"ID_951046","CPG_ID_936","FB_ID_123601","30-34","F","Interest_16",20050,4,4.659999847,4,1
"ID_951102","CPG_ID_936","FB_ID_123611","45-49","M","Interest_16",2254,0,0,1,0
"ID_951105","CPG_ID_936","FB_ID_123611","45-49","M","Interest_16",5894,1,1.539999962,1,1
"ID_951133","CPG_ID_936","FB_ID_123616","35-39","M","Interest_16",9948,2,2.720000029,2,0
"ID_951202","CPG_ID_936","FB_ID_123627","45-49","F","Interest_26",5307,3,4.289999962,2,1
"ID_951225","CPG_ID_936","FB_ID_123631","35-39","F","Interest_22",4621,2,3.25,1,1
"ID_951270","CPG_ID_936","FB_ID_123639","35-39","F","Interest_18",784,0,0,1,1
"ID_951282","CPG_ID_936","FB_ID_123641","35-39","F","Interest_16",5775,1,1.580000043,1,1
"ID_951285","CPG_ID_936","FB_ID_123641","35-39","F","Interest_16",9297,2,2.619999886,2,1
"ID_951294","CPG_ID_936","FB_ID_123643","35-39","F","Interest_15",699,0,0,1,0
"ID_951305","CPG_ID_936","FB_ID_123644","35-39","F","Interest_10",1104,0,0,1,0
"ID_951334","CPG_ID_936","FB_ID_123649","30-34","F","Interest_64",3717,1,1.539999962,1,0
"ID_951391","CPG_ID_936","FB_ID_123659","30-34","F","Interest_28",2879,1,1.590000033,2,2
"ID_951392","CPG_ID_936","FB_ID_123659","30-34","F","Interest_28",2749,1,1.389999986,1,0
"ID_951400","CPG_ID_936","FB_ID_123660","45-49","F","Interest_10",24028,9,12.39000034,2,0
"ID_951402","CPG_ID_936","FB_ID_123661","30-34","F","Interest_29",1118,0,0,1,1
"ID_951413","CPG_ID_936","FB_ID_123662","30-34","F","Interest_26",1083,0,0,2,1
"ID_951420","CPG_ID_936","FB_ID_123664","30-34","F","Interest_27",843,0,0,1,0
"ID_951444","CPG_ID_936","FB_ID_123668","30-34","F","Interest_25",2983,1,0.970000029,1,0
"ID_951448","CPG_ID_936","FB_ID_123668","30-34","F","Interest_25",696,0,0,1,0
"ID_951462","CPG_ID_936","FB_ID_123671","45-49","F","Interest_16",7589,2,3.150000095,1,1
"ID_951464","CPG_ID_936","FB_ID_123671","45-49","F","Interest_16",20997,10,11.94999981,1,0
"ID_951465","CPG_ID_936","FB_ID_123671","45-49","F","Interest_16",4617,1,1.360000014,1,0
"ID_951498","CPG_ID_936","FB_ID_123677","45-49","F","Interest_20",259,0,0,1,0
"ID_951508","CPG_ID_936","FB_ID_123678","30-34","F","Interest_18",1134,0,0,1,0
"ID_951542","CPG_ID_936","FB_ID_123684","40-44","F","Interest_27",357,0,0,1,0
"ID_951607","CPG_ID_936","FB_ID_123695","40-44","F","Interest_10",848,0,0,1,1
"ID_951608","CPG_ID_936","FB_ID_123695","40-44","F","Interest_10",3149,1,1.480000019,1,0
"ID_951641","CPG_ID_936","FB_ID_123700","40-44","F","Interest_2",87,0,0,1,1
"ID_951677","CPG_ID_936","FB_ID_123706","35-39","F","Interest_27",2563,1,1.480000019,1,0
"ID_951692","CPG_ID_936","FB_ID_123709","35-39","F","Interest_10",1107,0,0,1,0
"ID_951715","CPG_ID_936","FB_ID_123713","45-49","F","Interest_64",10677,5,7.269999981,1,0
"ID_951756","CPG_ID_936","FB_ID_123720","35-39","F","Interest_22",2189,1,0.409999996,1,0
"ID_951779","CPG_ID_936","FB_ID_123723","45-49","F","Interest_27",3277,2,2.680000067,1,0
"ID_951782","CPG_ID_936","FB_ID_123724","45-49","F","Interest_26",781,0,0,1,0
"ID_951810","CPG_ID_936","FB_ID_123729","35-39","F","Interest_16",2226,0,0,1,0
"ID_951812","CPG_ID_936","FB_ID_123729","35-39","F","Interest_16",16274,4,6.079999924,2,0
"ID_951837","CPG_ID_936","FB_ID_123733","45-49","F","Interest_20",2077,1,1.50999999,1,1
"ID_951853","CPG_ID_936","FB_ID_123736","30-34","F","Interest_20",529,0,0,0,0
"ID_951854","CPG_ID_936","FB_ID_123736","30-34","F","Interest_20",487,0,0,1,0
"ID_951856","CPG_ID_936","FB_ID_123736","30-34","F","Interest_20",4626,2,2.099999905,2,0
"ID_951941","CPG_ID_936","FB_ID_123750","30-34","F","Interest_28",2764,1,1.559999943,1,1
"ID_952001","CPG_ID_936","FB_ID_123760","45-49","F","Interest_10",5447,2,2.960000038,1,0
"ID_952031","CPG_ID_936","FB_ID_123765","40-44","F","Interest_16",28169,8,12.36999989,1,1
"ID_952080","CPG_ID_936","FB_ID_123774","40-44","F","Interest_27",415,0,0,1,0
"ID_952100","CPG_ID_936","FB_ID_123777","35-39","F","Interest_29",810,0,0,1,1
"ID_1121091","CPG_ID_1178","FB_ID_144531","30-34","M","Interest_10",1194718,141,254.049996,28,14
"ID_1121092","CPG_ID_1178","FB_ID_144531","30-34","M","Interest_10",637648,67,122.4,13,5
"ID_1121094","CPG_ID_1178","FB_ID_144531","30-34","M","Interest_10",24362,0,0,1,1
"ID_1121095","CPG_ID_1178","FB_ID_144531","30-34","M","Interest_10",459690,50,86.33000112,5,2
"ID_1121096","CPG_ID_1178","FB_ID_144531","30-34","M","Interest_10",750060,86,161.9099991,11,2
"ID_1121097","CPG_ID_1178","FB_ID_144532","30-34","M","Interest_15",30068,1,1.820000052,1,0
"ID_1121098","CPG_ID_1178","FB_ID_144532","30-34","M","Interest_15",1267550,123,236.7699986,24,10
"ID_1121100","CPG_ID_1178","FB_ID_144532","30-34","M","Interest_15",3052003,340,639.9499981,60,17
"ID_1121101","CPG_ID_1178","FB_ID_144532","30-34","M","Interest_15",29945,1,1.590000033,2,1
"ID_1121102","CPG_ID_1178","FB_ID_144532","30-34","M","Interest_15",357856,30,52.97000015,7,3
"ID_1121104","CPG_ID_1178","FB_ID_144533","30-34","M","Interest_16",2080666,202,360.1500015,40,21
"ID_1121105","CPG_ID_1178","FB_ID_144533","30-34","M","Interest_16",145999,9,16.5200001,5,2
"ID_1121107","CPG_ID_1178","FB_ID_144533","30-34","M","Interest_16",32616,1,1.539999962,2,0
"ID_1121108","CPG_ID_1178","FB_ID_144533","30-34","M","Interest_16",984521,95,163.8999972,26,14
"ID_1121110","CPG_ID_1178","FB_ID_144534","30-34","M","Interest_18",880814,123,210.3600006,6,2
"ID_1121111","CPG_ID_1178","FB_ID_144534","30-34","M","Interest_18",182452,20,35.73000026,4,1
"ID_1121113","CPG_ID_1178","FB_ID_144534","30-34","M","Interest_18",894911,120,215.8399994,7,4
"ID_1121114","CPG_ID_1178","FB_ID_144534","30-34","M","Interest_18",31349,2,3.800000072,1,0
"ID_1121115","CPG_ID_1178","FB_ID_144535","30-34","M","Interest_19",410310,55,96.80000055,3,0
"ID_1121116","CPG_ID_1178","FB_ID_144535","30-34","M","Interest_19",572450,89,157.329998,7,4
"ID_1121117","CPG_ID_1178","FB_ID_144535","30-34","M","Interest_19",98759,15,26.56999946,1,1
"ID_1121119","CPG_ID_1178","FB_ID_144535","30-34","M","Interest_19",345371,54,93.08999991,7,3
"ID_1121121","CPG_ID_1178","FB_ID_144536","30-34","M","Interest_20",323899,46,78.9200002,5,1
"ID_1121122","CPG_ID_1178","FB_ID_144536","30-34","M","Interest_20",399199,58,103.1500002,3,0
"ID_1121123","CPG_ID_1178","FB_ID_144536","30-34","M","Interest_20",171202,22,36.53000021,3,1
"ID_1121124","CPG_ID_1178","FB_ID_144536","30-34","M","Interest_20",128386,15,28.85000002,2,1
"ID_1121125","CPG_ID_1178","FB_ID_144536","30-34","M","Interest_20",1034284,152,257.7099986,20,9
"ID_1121126","CPG_ID_1178","FB_ID_144536","30-34","M","Interest_20",45923,5,7.220000148,2,0
"ID_1121127","CPG_ID_1178","FB_ID_144537","30-34","M","Interest_21",40873,4,7.899999976,2,1
"ID_1121128","CPG_ID_1178","FB_ID_144537","30-34","M","Interest_21",286553,34,62.06000042,2,1
"ID_1121129","CPG_ID_1178","FB_ID_144537","30-34","M","Interest_21",20618,1,2.099999905,2,1
"ID_1121131","CPG_ID_1178","FB_ID_144537","30-34","M","Interest_21",83591,7,14.14000046,2,2
